author	date	titlewords
kelland, clarence budington	1916	hidden
kelland, clarence budington	1926	rhoda
kelland, clarence budington	1919	highflyers
kelland, clarence budington	1916	sudden
kelland, clarence budington	1935	dreamland
knight, clifford	1944	stranger
knight, clifford	1937	scarlet
knight, clifford	1941	sailor limping
vandercook, john w. (john womack)	1931	novel
von rhau, henry	1949	yours fraternally
childs, herbert	1948	gaucho
colton, nea	1942	rivers frozen
french, joseph lewis	1920	psychic
french, joseph lewis	1918	hyslop foreword selected
french, joseph lewis	1924	edited writers sagas american
french, joseph lewis	1918	storiesintroduction reeve arthur
fleming, brandon	1921	crooked
camp, william martin	1943	novel retreat
f??nhus, mikkjel	1922	trail
forman, henry james	1922	lived
fyfe, hamilton	1922	fruit
fyfe, hamilton	1922	cruse widow's
connolly, james brendon	1942	canton
cloete, stuart	1941	doves
cloete, stuart	1937	wheels
cloete, stuart	1943	congo
erdman, loula grace	1947	locust
clarke, donald henderson	1940	holiday murderer's
clarke, donald henderson	1932	bartel
clarke, donald henderson	1937	renney
cozzens, james gould	1934	castaway
cozzens, james gould	1942	unjust
cozzens, james gould	1940	comedy fortunatus pleasant
cozzens, james gould	1929	perdition
cozzens, james gould	1936	brethren
cozzens, james gould	1948	honor
cozzens, james gould	1924	confusion novel
carroll, eleanor elliott	1938	chariot
footner, hulbert	1930	mystery folded
footner, hulbert	1934	murder
footner, hulbert	1919	millionaire substitute
footner, hulbert	1938	bread
footner, hulbert	1930	anybody's pearls
footner, hulbert	1922	ramshackle
footner, hulbert	1926	madame storey
footner, hulbert	1926	sled,by shanty
footner, hulbert	1920	northwest canadian bringers
footner, hulbert	1928	cap'n
carleton, patrick	1938	novel
elwood, muriel	1947	sunset
elwood, muriel	1945	montreal heritage novel
ellis, humphry francis	1950	wentworth vexations
charques, dorothy	1938	waking sleeping
charques, dorothy	1937	tramp
carr, robert spencer	1944	ivan's bells saint
ervine, st. john g. (st. john greer)	1928	stories mountain
ervine, st. john g. (st. john greer)	1920	lovers foolish
ervine, st. john g. (st. john greer)	1917	novel
coxe, george harmon	1948	venturous
coxe, george harmon	1948	hollow needle
coxe, george harmon	1950	witness
coxe, george harmon	1945	venus
cooper, lettice ulpha	1947	bethlehem
ehrlich, leonard	1932	god's angry
chidester, ann	1947	maria's
chidester, ann	1943	fugitive
ellington, richard	1948	shoot
carter, hodding	1947	flood crest
carter, hodding	1944	winds
elam, samuel milton	1940	cotton weevil
engstrand, sophia belzer	1941	rogers wilma
campbell, marie	1946	folks
echard, margaret	1947	fantastic
engstrand, stuart david	1948	forest
engstrand, stuart david	1939	paradise sought
engstrand, stuart david	1947	arrow sling
engstrand, stuart david	1950	giant
engstrand, stuart david	1937	invaders
carmer, carl lamson	1945	jesse
carmer, carl lamson	1941	fever genesee
charteris, leslie	1938	prelude
charteris, leslie	1933	teal.leslie
charteris, leslie	1936	overboard
cather, willa	1931	shadows
cather, willa	1918	antonia illus
cather, willa	1918	troll ántonia selected stories
cather, willa	1918	sibert ántonia illustrations
furnas, j. c. (joseph chamberlain)	1937	prize
fiske, dwight	1937	illustrated penguins stories frank
cronin, a. j. (archibald joseph)	1932	loves
cronin, a. j. (archibald joseph)	1950	spanish gardener
cronin, a. j. (archibald joseph)	1931	castle hatter's
cronin, a. j. (archibald joseph)	1948	shannon's
cronin, a. j. (archibald joseph)	1937	novels
foster, michael	1938	midnight
foster, michael	1949	dusty godmother
foster, michael	1937	american dream
foster, michael	1935	forgive
fowler, gene	1939	illusion
fowler, gene	1937	salute yesterday
fowler, gene	1930	trumpet
colby, merle	1949	novel
fuller, iola	1940	feather
fuller, iola	1943	shining trail
forbes, kathryn	1943	mama's
christie, agatha	1929	partners crime
christie, agatha	1926	roger murder ackroyd
fredenburgh, theodore	1930	theordore soldiers
foster, r. francis (reginald francis)	1931	murder
ferguson, rachel	1931	brontës woolworth's
farnham, mateel (howe), mrs	1934	riches
ferguson, j. a. (john alexander)	1934	grouse murder
campbell, malcolm, sir	1935	salute
fischer, marjorie	1935	richard illustrated floethe
freeman, r. austin (richard austin)	1936	penrose
freeman, r. austin (richard austin)	1925	frood angelina
freeman, r. austin (richard austin)	1931	pottermack's detective oversight
freeman, r. austin (richard austin)	1931	pontifex
freeman, r. austin (richard austin)	1933	intervenes
freeman, r. austin (richard austin)	1928	thief
freeman, r. austin (richard austin)	1934	defense
freeman, r. austin (richard austin)	1925	shadow
freeman, r. austin (richard austin)	1940	polton explains
freeman, r. austin (richard austin)	1932	thondyke's discovery
freeman, r. austin (richard austin)	1924	thumb
freeman, r. austin (richard austin)	1927	cat's
friesen, gordon	1936	flamethrowers
clifford, charles l	1934	boats
van loan, charles e	1919	innings score
braune, anna	1937	chile honey
rogers, samuel	1944	don't
rogers, samuel	1937	lucifer
rogers, samuel	1934	grove
rogers, samuel	1927	flame sombre
rogers, samuel	1932	birthday
robertson, constance noyes	1942	salute
robertson, constance noyes	1938	seek-no-further
bredon, juliet	1934	altars
rees, john llewelyn	1941	village
ryan, thomas	1940	chains
ross, james	1940	don't dance
binns, archie	1937	laurels
binns, archie	1940	mighty mountain
binns, archie	1947	rolling
binns, archie	1934	lightship
binns, archie	1944	timber beast
browne, lewis	1935	apocryphal
brown, rollo walter	1932	romance toward
brown, rollo walter	1935	hillikin
brown, rollo walter	1931	novel environment firemakers
bristow, gwen	1938	handsome
riesenberg, felix	1935	passenger left-handed
riesenberg, felix	1928	horses
riesenberg, felix	1931	endless
riesenberg, felix	1939	marine career merchant ahead american
riesenberg, felix	1932	strangers
richardson, henry handel, pseud	1929	ultima thule
richardson, henry handel, pseud	1934	stories
baum, vicki	1939	shanghai
baum, vicki	1942	marion alive
baum, vicki	1943	weeping
baum, vicki	1944	hotel berlin
baum, vicki	1948	angel headless
baum, vicki	1937	german
barbour, ralph henry	1940	virgins
barbour, ralph henry	1938	trailer edward illustrated caswell
riddell, florence	1932	perilous
riddell, florence	1931	wives
bush, christopher	1934	kitchen murder
bush, christopher	1934	murders
bush, christopher	1932	throat
bush, christopher	1933	corner crank
ransome, arthur	1931	swallows carter amazons illustrated helene
altsheler, joseph a. (joseph alexander)	1918	sioux trail
altsheler, joseph a. (joseph alexander)	1917	rulers lakes
allen, james lane	1918	warbler kentucky
allen, james lane	1923	alabaster
allen, james lane	1925	landmark
aiken, conrad	1933	circle
aiken, conrad	1935	coffin
aiken, conrad	1927	voyage
aiken, conrad	1940	conversation pilgrim's
quin, basil godfrey	1932	murder rehearsal
rand, ayn	1943	introd fountainhead
robertson, charley	1950	cloud shadow
beresford, j. d. (john davys)	1932	generation
beresford, j. d. (john davys)	1916	lynnekers
beresford, j. d. (john davys)	1918	counterpoint god's
beresford, j. d. (john davys)	1917	house-mates
beresford, j. d. (john davys)	1922	hartling prisoners
beresford, j. d. (john davys)	1917	wonder
beresford, j. d. (john davys)	1919	comedy,by jervaise
beresford, j. d. (john davys)	1930	illusion
beresford, j. d. (john davys)	1923	pilgrim
beresford, j. d. (john davys)	1926	pagan
beresford, j. d. (john davys)	1921	novel
beresford, j. d. (john davys)	1921	wonders signs
beresford, j. d. (john davys)	1927	tapestry
beresford, j. d. (john davys)	1935	peckover
beresford, j. d. (john davys)	1920	imperfect
roberts, cecil	1948	eternity
roberts, cecil	1937	victoria four-thirty
roberts, cecil	1939	wanted
roberts, cecil	1932	spears
roberts, cecil	1935	arrive guests
roeburt, john	1947	u.s.a seneca
renault, mary	1940	answers
bedford-jones, h. (henry)	1933	king's pardon
bayne, spencer	1942	extraordinary agent
yezierska, anzia	1920	hungry hearts
yezierska, anzia	1923	tenements salome
yezierska, anzia	1925	alice givers struggle harris introd novel daughter kessler bread
brinig, myron	1950	footsteps stair
brinig, myron	1929	singermann
brinig, myron	1943	gambler
brinig, myron	1930	anthony
brinig, myron	1934	richard illustrated floethe
brinig, myron	1938	flavin
brinig, myron	1939	minton's
brinig, myron	1937	sisters
roche, arthur somers	1920	uneasy
roche, arthur somers	1919	blind
roche, arthur somers	1921	bracker leone frontispiece
roche, arthur somers	1922	honorable
balchin, nigel	1949	neighbor
balchin, nigel	1948	testament borgia
balchin, nigel	1946	executioner
rising, lawrence	1920	helena
rising, lawrence	1924	flesh proud
bradbury, ray	1950	sketch bibliography illus karel nolan bradbury's biographical stories thole
russell, john	1919	pavement
russell, john	1929	wandering
bair, patrick	1950	faster novel
bardin, john franklin	1950	burning glass
beresford-howe, constance	1949	invisible
beresford-howe, constance	1947	journey day's
beresford-howe, constance	1946	unreasoning
birstein, ann	1950	glass
booth, edward charles	1924	parkworth stories
bowles, jane auer	1943	serious ladies
robinson, eliot h. (eliot harlow)	1920	romance lorraine illustrated sketches reproductions
rutzebeck, hjalmar	1920	alaska
rutzebeck, hjalmar	1922	alaskan idyll
brooks, richard	1945	brick foxhole
brooks, richard	1948	boiling
ritchie, robert welles	1927	furrows
ritchie, robert welles	1922	desert
ritchie, robert welles	1920	moons spradling trails frank frontispiece
buchan, john	1923	huntingtower
buchan, john	1929	courts
buchan, john	1928	runagates
buchan, john	1926	dancing floor
buchan, john	1924	hostages
buchan, john	1934	fishers
buchan, john	1933	captivity
buchan, john	1919	standfast
buchan, john	1925	macnab
buchan, john	1927	witch
buchan, john	1930	castle
buchan, john	1915	salute adventurers
buchan, john	1923	midwinter
buchan, john	1916	greenmantle
butler, gerald	1949	hitch slippery
becker, beril	1947	petticoats whirlwind
bemelmans, ludwig	1947	eddie dirty
bemelmans, ludwig	1943	sleep
bemelmans, ludwig	1941	splendide hotel
bemelmans, ludwig	1949	novel
blythe, legette	1948	galilean
bellah, james warner	1948	gentleman irregular
bellah, james warner	1923	gascony cadet sketch
bodenheim, maxwell	1929	sixty seconds
bodenheim, maxwell	1931	naked roller novel skates
bodenheim, maxwell	1926	avenue ninth
bodenheim, maxwell	1923	blackguard wallace smith
bodenheim, maxwell	1924	crazy
bodenheim, maxwell	1930	virtuous
austin, f. britten (frederick britten)	1937	centuries
austin, f. britten (frederick britten)	1927	mankind young,by
austin, f. britten (frederick britten)	1926	walks again,by
austin, f. britten (frederick britten)	1923	borderland
albrand, martha	1944	endure
albrand, martha	1945	remembered anger
albrand, martha	1942	surrender
aistrop, j. c. r. (jack charles richard)	1946	backstage
bindloss, harold	1916	brandon engineers
bindloss, harold	1918	farmer buccaneer
bindloss, harold	1919	wyndham's
bindloss, harold	1922	northwest
bindloss, harold	1917	messenger carmen's
bassett, sara ware	1916	glass
bassett, sara ware	1922	granite
bassett, sara ware	1940	ocean heritage
bassett, sara ware	1931	bayberry
bassett, sara ware	1933	shifting sands
bassett, sara ware	1932	lights
bassett, sara ware	1919	anderson illustrated harbor
allen, hervey	1944	village bedford
allen, hervey	1948	toward
allen, hervey	1938	aquila
allen, hervey	1933	allan adverse anthony decorations mcnab
bottome, phyllis	1917	fiddle
bottome, phyllis	1918	illustrated norman helen osborn
benson, stella	1924	pipers dancer
blackwood, algernon	1917	stories
blackwood, algernon	1921	messenger
blackwood, algernon	1936	shocks
blackwood, algernon	1918	survival
blackwood, algernon	1916	episode vallon julius
blackwood, algernon	1918	promise
brown, alice	1918	flying teuton
brown, alice	1920	worlds
brown, alice	1927	templeton
brown, alice	1920	homespun
brown, alice	1925	mysteries
brown, alice	1934	hamlin jeremy
brown, alice	1916	prisoner
brown, alice	1935	willoughbys
allee, marjorie (hill), mrs	1941	westlands
algren, nelson	1947	wilderness
algren, nelson	1949	novel
arnold, winifred	1919	emeline's illustrated
arnold, elliott	1950	devil
arnold, elliott	1942	commandos novel
arnold, elliott	1945	tomorrow
vallotton, benjamin	1918	potterat
allingham, margery	1940	plumes
allingham, margery	1932	police funeral
allingham, margery	1941	purse traitor's
allingham, margery	1938	fashion shrouds
allingham, margery	1937	mourning dancers
allingham, margery	1934	ghost
allingham, margery	1936	flowers
allingham, margery	1931	chalice albert gyrth campion detective
yerby, frank	1949	castle pride's
yerby, frank	1950	floodtide
yerby, frank	1946	foxes harrow
yerby, frank	1947	vixens novel
abrahams, peter	1950	conquest
abrahams, peter	1948	thunder
adams, joey	1949	curtain
aymé, marcel	1948	sutton transient
aymé, marcel	1950	barkeep blémont norman translated denny
allen, gina	1948	rustics keeps
asbury, herbert	1928	clock
asbury, herbert	1927	devil pei-ling ashbury
ben??t, william rose	1922	singular
atherton, sarah henry	1930	whistles
bridges, roy	1922	rogues' haven
aldington, richard	1930	roads
aldington, richard	1933	rockwell aldingtonillustrations enemies
aldington, richard	1931	colonel's daughter
aldington, richard	1946	casanova
aldington, richard	1939	rejected guest
aldington, richard	1932	answers
binns, ottwell	1920	mating wilds
arno, peter	1927	dearie whoops
black, alexander	1921	angel seventh
burt, maxwell struthers	1924	interpreter's
burt, maxwell struthers	1933	islanders entertaining
burt, maxwell struthers	1942	streets
burt, maxwell struthers	1927	delectable mountains
burt, maxwell struthers	1921	encounters chance wyeth frontispiece
burt, maxwell struthers	1931	festival
adams, herbert	1926	sloane mystery
adams, herbert	1930	dutch crime
adams, herbert	1935	bunker
adams, herbert	1931	paulton
aumonier, stacy	1921	windmill
aumonier, stacy	1923	bracegirdle
aumonier, stacy	1922	heartbeat
audoux, marguerite	1920	claire's marie workshop
banning, margaret culkin	1922	spellbinders
banning, margaret culkin	1938	haven't changed
banning, margaret culkin	1921	loaves
banning, margaret culkin	1927	pressure
buchholtz, johannes	1922	egholm
buchholtz, johannes	1922	miracles clara
buchholtz, johannes	1938	guy-tifft danish eugene frank authortranslated foreward dover
attaway, william	1939	breathe thunder
attaway, william	1941	forge novel
burt, katharine newlin	1919	branding
barrett, lillian	1919	sinister revel
barrett, lillian	1921	gibbeted
benson, e. f. (edward frederick)	1919	across stream
benson, e. f. (edward frederick)	1925	colin
benson, e. f. (edward frederick)	1921	lovers
benson, e. f. (edward frederick)	1923	invisible visible
benson, e. f. (edward frederick)	1935	worshipful
benson, e. f. (edward frederick)	1934	ravens' brood
benson, e. f. (edward frederick)	1929	stephen paying guests
benson, e. f. (edward frederick)	1921	wonders--
benson, e. f. (edward frederick)	1919	robin linnet
benson, e. f. (edward frederick)	1916	king's
benson, e. f. (edward frederick)	1930	inheritor
benson, e. f. (edward frederick)	1916	blaze
bagnold, enid	1920	foreigner
appel, benjamin	1935	roads
appel, benjamin	1947	slain
appel, benjamin	1943	stain
appel, benjamin	1937	runaround
bain, f. w. (francis william)	1917	rāgodadhidughāpuṣā
byng, lucy margaret (greenly) schomberg, mrs	1921	roumanian stories
bojer, johan	1924	prisoner
bojer, johan	1931	rourke struggle louise authorized novel translation everlasting
bojer, johan	1934	trygve
bojer, johan	1924	jessie pilgrimage
carpenter, grant	1921	sweetening
huxley, elspeth joscelin grant	1948	novel
prichard, katharine susannah	1927	working bullocks
elwell, ambrose	1919	reginald bolles illustrated
parker, gilbert, sir	1927	harry cimino tarboe woodcuts
parker, gilbert, sir	1922	carnac's lauderback illustrations walter folly
parker, gilbert, sir	1916	illustrated novel keller arthur
parker, gilbert, sir	1920	frontispiece defence williams
pickthall, marmaduke william	1926	valley
lewis, edwin herbert	1916	trench
paine, albert bigelow	1916	nights hollow
paine, albert bigelow	1919	arcady thomas illustrations dwellers fogarty abandoned
petersen, herman	1942	murder r.f.d
petersen, herman	1945	chronicle
idell, albert e. (albert edward)	1943	centennial
innes, hammond	1942	alarm attack
isherwood, christopher	1939	goodbye berlin
pryce, richard	1924	romance weston
pryce, richard	1918	statue
pryce, richard	1932	morgan's
punshon, e. r. (ernest robertson)	1944	secrets can't
punshon, e. r. (ernest robertson)	1922	mystery bittermeads
punshon, e. r. (ernest robertson)	1921	fighting
locke, william john	1916	wonderful
locke, william john	1920	baltazar
locke, william john	1917	planet
locke, william john	1921	mountebank
locke, william john	1916	viviette
locke, william john	1919	far-away
locke, william john	1930	tombarel
locke, william john	1922	triona
locke, william john	1918	rough
cooper, louise field	1950	sharon
cooper, louise field	1944	admiration
cooper, louise field	1947	stranger novel
irwin, florence	1920	theodora
irwin, florence	1916	mecca
patch, edith m. (edith marion)	1931	holiday
orme, alexandra	1949	michael comrade polish meyer] [translated
leverage, henry	1918	whispering wires
leverage, henry	1921	pilot
proctor, gertrude amelia	1915	gleams scarlet
prouty, olive higgins	1941	voyager
prouty, olive higgins	1918	novel window
prouty, olive higgins	1916	wheel
prouty, olive higgins	1919	sports
padowicz, barbara. mrs	1942	flight
locke, sumner	1916	samaritan
pinckney, josephine	1945	dinner o'clock
pinckney, josephine	1948	mischief
prokosch, frederic	1945	thunder
prokosch, frederic	1946	idols
prokosch, frederic	1948	storm
prokosch, frederic	1941	skies europe
lewis, sinclair	1945	husbands wives timberlane
lewis, sinclair	1935	selected stories
lewis, sinclair	1935	happen can't
lewis, sinclair	1938	parents prodigal
lewis, sinclair	1947	kingsblood
lewis, sinclair	1943	planish gideon
lewis, sinclair	1920	carol kennicott
lewis, sinclair	1927	elmer gantry
lewis, sinclair	1949	god-seeker
lewis, sinclair	1926	mantrap
lewis, sinclair	1933	vickers
putnam, nina (wilcox), mrs	1921	broadway
putnam, nina (wilcox), mrs	1920	smile
putnam, nina (wilcox), mrs	1916	color adam's wilcox novel weston frontispiece taylor
pakington, humphrey, baron hampton	1948	washbournes otterley
pakington, humphrey, baron hampton	1946	aston
pasternak, boris leonidovich	1949	writings selected
partridge, bellamy	1949	oaken bucket
partridge, bellamy	1937	buggy
peat, louisa watson	1950	grandma
pearl, bertha	1920	daughter sarah
cadell, elizabeth	1950	brimstone
packer, peter	1948	voyage inward
irwin, wallace	1917	folly pilgrims
irwin, wallace	1918	preston venus illustrated wilson
irwin, wallace	1930	novel
irwin, wallace	1919	blooming angel
parrish, randall	1922	desert
parrish, randall	1917	romance kinneys illustrations
cameron, eleanor	1950	unheard
porter, rebecca n. (rebecca newman)	1922	hollow mystery
coker, elizabeth boatwright	1950	daughter strangers
cherakis, george peterson	1950	alexander
laver, james	1932	errant nymph
laver, james	1935	venus background
laver, james	1936	panic puritans
pedler, margaret	1921	splendid folly
plant, richard	1948	forest dragon
eaton, walter prichard	1940	christmas
empey, arthur guy	1918	tales dugout
empey, arthur guy	1921	madonna cabaret hills
law, frederick houk	1918	stories
parrish, dillwyn	1932	praise novel
peterkin, julia mood	1928	scarlet sister
peterkin, julia mood	1933	jordan ulmann doris studies photographic
peterkin, julia mood	1924	thursday stories
curran, mary doyle	1948	parish
paterson, mrs. isabel (bowler)	1934	vanity
loch, sydney	1925	predatory
osterhout, hilda marie	1948	flame serpent
olson, charles	1947	ishmael
leadbitter, eric	1920	warning shepherd's
leadbitter, eric	1921	nowhere
o'casey, sean	1942	hallway pictures
o'casey, sean	1945	drums windows
lane, rose wilder	1919	diverging roads
lane, rose wilder	1933	hurricane
sabin, edwin l. (edwin legrand)	1922	desert
sabin, edwin l. (edwin legrand)	1923	santa
sabin, edwin l. (edwin legrand)	1925	indian
steni, l	1928	prelude myers
giono, jean	1931	jacques maurois losers preface lovers clercq andreì
giono, jean	1937	flucheìre geoffrey henri myers
zilahy, lajos	1949	hungarian dukays pauker
zilahy, lajos	1931	translated joseph prisoners zeitlin collins
patten, simon nelson	1922	hollow
green, julien	1930	bruerton courtney christine stories
green, julien	1941	whitall
green, julien	1949	j.h.p mcewen
laing, janet	1922	wintergreen
mcevoy, j. p. (joseph patrick)	1928	epoch picture schuster wonder hollywood supercolossal simon
wollheim, donald a	1945	novels portable
hesse, hermann	1948	introd thomas demian
hesse, hermann	1929	german creighton basil translated steppenwolf
puxley, w. lavallin	1936	lonely illus raper shores
frank, bruno	1945	magician maugham stories somerset
frank, bruno	1937	brooks heritage cyrus
frank, bruno	1943	daughter
frank, bruno	1929	german persians lowe-porter
bell, adrian	1939	drawings fields
barrie, j. m. (james matthew)	1932	farewell julie wintry logan
wheeler, ruth lellah carr	1941	photographs trail
haycox, ernest	1946	storm
zolotow, maurice	1946	magician escape artists balsamo world-renowned
gielgud, val henry	1934	vanished
gielgud, val henry	1931	treasure novel imperial
gielgud, val henry	1928	swords
alexander, sheila	1947	separate pride
willoughby, barrett	1922	swings
powell, richard	1950	shell
channing, mark	1934	tibet python mystery adventure
fitch, abigail hetzel	1936	camel rides
graham, james chandler	1920	happened andover anyway
yarmolinsky, avrahm	1944	gorky treasury edited russian stories pushkin
fitzsimmons, cortland	1935	mystery hockey crimson
fitzsimmons, cortland	1938	sudden band-leader silence murdered
fitzsimmons, cortland	1937	moving thomas detective finger ethel
schramm, wilbur lang	1947	windwagon yarns smith
gaye, phoebe fenwick	1930	1343-1413 knight falstaff
robertson, olivia	1948	illus
robertson, olivia	1948	novel] illustrations
aveline, claude	1940	frédéric lindsay translated belot
schauffler, robert haven	1942	illustrated fritz eichenberg folly encores
stewart, anna bird	1944	catherine corsicans illustrated richter
daviess, maria thompson	1916	daredevil
daviess, maria thompson	1920	matrix
daviess, maria thompson	1917	heart's illustrated
daviess, maria thompson	1919	broadway blue-grass
stone, caroline r	1945	cherry clorinda
stone, caroline r	1942	simon illustrated porcupine ellen
white, helen constance	1947	king's highway
ramuz, c. f. (charles ferdinand)	1947	scott [translation fisher sarah mountain
rands, minnie frost	1946	audrey punki illustrations
williamson, scott graham	1947	fiesta anderson's
williamson, scott graham	1948	convoy dream
muntz, hope	1949	warrior harold trevelyan foreword
wouk, herman	1948	herbie adventures cousin cliff novel bookbinder
wouk, herman	1947	andrew oration sermon stanfield's aurora texts faithful wilde's michael reale
fenwick, elizabeth	1947	novel
gazdanov, gaito	1950	spector alexander russian wreden nicholas translated
weyman, stanley john	1922	ovington's
weyman, stanley john	1925	folly queen's
weyman, stanley john	1919	quiet
guareschi, giovanni	1950	camillo troubridge vincenzo $ftranslated italian
kemp, harry	1936	primitive mabel american tarner
howard, guy	1944	preacher ozarks walkin'
lindsay, david	1927	adventures mailly monsieur blade
mauriac, françois	1946	pharisienne)
mauriac, françois	1929	desert
mauriac, françois	1947	thérèse portrait
mauriac, françois	1929	destinies
mauriac, françois	1930	péloueyres) galantière lewis
kennell, ruth epperson	1947	wonsetler adventure ghost russiathe kirghizia illus
azuela, mariano	1932	anita brenner foreword waldo frank marcela mexican translated
milne, a. a. (alan alexander)	1946	chloe
milne, a. a. (alan alexander)	1933	wonder days'
milne, a. a. (alan alexander)	1922	mystery
milne, a. a. (alan alexander)	1948	birthday stories
milne, a. a. (alan alexander)	1931	novel
heinlein, robert a. (robert anson)	1950	harriman campbell escape
heinlein, robert a. (robert anson)	1947	galileo rocket
heinlein, robert a. (robert anson)	1950	waldo magic
pernikoff, ossip alexandre joseph	1943	bushido terror anatomy
wren, percival christopher	1928	ideal
wren, percival christopher	1940	devil didn't
wren, percival christopher	1933	passion
wren, percival christopher	1927	strangely driftwood spars stories
wren, percival christopher	1941	uniform
walker, charles r. (charles rumford)	1931	american stories borna
walker, charles r. (charles rumford)	1927	novel rumford bread
springs, elliott white	1930	romance contact
springs, elliott white	1927	illustrated clayton knight nocturne militaire
barr, amelia edith huddleston	1918	stockton mulford frontispiece labor
barr, amelia edith huddleston	1918	orkney
sinclair, bertrand william	1916	timber
smyth, clifford	1918	gilded
lewis, wyndham	1927	soldier humour stories
lewis, wyndham	1928	covici friede
wescott, glenway	1927	portrait grandmothers
wescott, glenway	1945	athens apartment
wescott, glenway	1940	pilgrim
bennet, robert ames	1918	blond beast
goodin, peggy	1946	clementine
hostovský, egon	1945	hostovsky
greenwood, robert	1941	bunting
greenwood, robert	1943	squad novel
walton, frank emulous	1935	memoirs workshop
michener, james a. (james albert)	1947	tales pacific
michener, james a. (james albert)	1949	fires
wayne, donald	1937	valley flowers
plivier, theodor	1933	generals kaiser goesthe wheen
plivier, theodor	1931	kaiser's margaret coolies
plivier, theodor	1948	robinson langmead
plivier, theodor	1948	richard winston plievier clara
mottram, r. h. (ralph hale)	1926	vanderlynden's crime
mottram, r. h. (ralph hale)	1925	ralph ninety-four sixty-four
mottram, r. h. (ralph hale)	1931	castle
mottram, r. h. (ralph hale)	1927	dormer
mottram, r. h. (ralph hale)	1929	boroughmonger
uhse, bodo	1944	hutter lüftwaffe lieutenant german novel catherine translated bertam
linnell, gertrude baldwin	1931	highway ghost
frischauer, paul	1950	queenthe persia esther
household, geoffrey	1948	arabesque
household, geoffrey	1940	pisco salvation stories gabar
household, geoffrey	1939	rogue
household, geoffrey	1938	decorations anthony
van santvoord, seymour	1923	octavia
wassermann, jakob	1934	cedar existence kerkhoven's
wassermann, jakob	1926	wedlock
wassermann, jakob	1925	hansen harry faber
wassermann, jakob	1926	oberlin's stages allen porterfield
wassermann, jakob	1928	michael inertia hulse
wassermann, jakob	1928	caroline enigma newton
wassermann, jakob	1927	triumph schinnerer
wassermann, jakob	1932	doctor kerkhoven brooks cyrus
wassermann, jakob	1920	world's illusion
plum, mary	1933	world's murder
petersen, nis	1933	elizabeth sandalmakers danish napier aureliustranslated claude marcus sprigge
kaberlein, joseph j. (joseph james)	1948	laying short-cut systems working metal heating patterns methods layouts conditioning applied forming mathematical formulas sheet textbook triangulation blower-exhaust
levi, carlo	1947	stopped christ frances frenaye eboli translated italian
helm, mackinley	1946	cantú baroque provinces federico tales decorations
davis, william stearns	1924	centuries constantinople purple imperial
davis, william stearns	1927	gilman revolutionary boston harvard 1770-1775 redford
davis, william stearns	1929	revolution whirlwind deputy rené republic massac assembly
shedd, george c. (george clifford)	1920	furrow
shedd, george c. (george clifford)	1918	invisible enemy
mather, edward (edward arthur)	1936	polygamy jackson.] chaste stories
myers, john myers	1947	yazoo
myers, john myers	1949	freeman grubbs david edited silverlock companion rayyan lerner including
adams, andy	1927	cattle sequel ʻwells brothers
adams, andy	1927	robert dykstra bison
merrick, elliott	1936	winds
merrick, elliott	1934	drawings allen congdon
brewster, dorothy	1936	brewster...with lillian gilkes barnard contemporary appendix
fillmore, parker	1916	ladies' rights
fillmore, parker	1931	yesterday
cohen, lester	1936	worlds
cohen, lester	1945	novel
cohen, lester	1926	sweepings
crockett, lucy herndon	1939	nuong islands lucio philippine
crockett, lucy herndon	1950	yokohama illustrated
pinski, david	1919	temptations
thornton, mary taylor	1916	romance pipes fantastic
bond, nelson slade	1946	tales lobblies mergenthwirker's fantastic
forbes, rosita torr	1922	arabs questthe
lawson, ted w	1943	edited seconds considine tokyo robert
rice, cale young	1923	youth's
rice, cale young	1929	reaping
longstreth, thomas morris	1946	rivers concord
clewes, winston	1945	violent
carr, mary jane	1940	richard illustrated holberg vancouver
fergusson, harvey	1929	impression
fergusson, harvey	1921	conquerors
fergusson, harvey	1930	mcgarnigal footloose
fergusson, harvey	1950	novel
fergusson, harvey	1924	wives ferguson
fergusson, harvey	1926	saturday
fergusson, harvey	1937	riley
lampson, robin	1935	laughter cadence novel
reilly, helen kieran	1936	smith's
reilly, helen kieran	1939	notified concerned
hough, emerson	1918	cumberlands to-day
hough, emerson	1916	magnificent adventure
hough, emerson	1917	grefé
hough, emerson	1922	paramount picture covered photoplay scenes wagon
hough, emerson	1923	souls
hough, emerson	1917	bracker leone novel
bentley, phyllis eleanor	1929	spinner
bentley, phyllis eleanor	1946	morcar
bentley, phyllis eleanor	1936	farewell
bentley, phyllis eleanor	1938	sleep
bentley, phyllis eleanor	1932	inheritance
bentley, phyllis eleanor	1929	partnership
bentley, phyllis eleanor	1941	manhold
bentley, phyllis eleanor	1934	tragedy
hudson, w. h. (william henry)	1916	purple
hudson, w. h. (william henry)	1916	tales pampas
hudson, w. h. (william henry)	1916	romance galsworthy forest mansions tropical
dresser, davis	1950	halliday michael shayne davis] brett
foote, john taintor	1918	lucky
foote, john taintor	1924	wedding
foote, john taintor	1936	delilah daughter
foote, john taintor	1923	dragon,by
foote, john taintor	1933	fatal gesture
foote, john taintor	1924	pocono
foote, john taintor	1946	dumb-bell
foote, john taintor	1947	anglers
thomas, john	1926	gentleman martinia turns afterword morrill
boo, sigrid (holmesland)	1939	dream
