author	date	titlewords
boo, sigrid (holmesland)	1933	norwegian entrance servants walford translated naomi
odum, howard washington	1931	ulysses
drake, margaret evelyn	1948	chrysantha
nakou, lilika	1946	allan famine breuer macdougall bessie children's nakos infernostories translated greece
davison, frank dalby	1937	australian
train, arthur cheney	1930	counsellor-at-law adventures attorney ephraim
train, arthur cheney	1923	children's
train, arthur cheney	1940	boots tassels
train, arthur cheney	1927	meets
train, arthur cheney	1926	goddess blind
train, arthur cheney	1935	ladder jacob's
train, arthur cheney	1917	thomas kelly
train, arthur cheney	1927	winds
train, arthur cheney	1928	ambition
train, arthur cheney	1932	princess
tupper, tristram	1930	crossroads stories storm
packard, frank lucius	1918	devils
packard, frank lucius	1921	pawned
rorick, isabel scott	1940	floyd cugat hardy illustrated
timmermans, felix	1936	illustrations richard triptych jones ripperger
timmermans, felix	1924	willem hendrick pallieter drawings anton pieck bodde
childers, james saxon	1936	novel
donahue, arthur gerald	1942	flight singapore
emmons, della florence gould	1943	shoshones sacajawea
johnson, pamela hansford	1940	possessinga
johnson, pamela hansford	1935	centre
johnson, pamela hansford	1945	brothers trojan
johnson, pamela hansford	1944	quarters
johnson, pamela hansford	1947	avenue
joyce, james	1916	portrait artist
joyce, james	1934	"penelope"" ""ithaca,"" ""eumaeus,"" 16-18
joyce, james	1934	""scylla ""lestrygonians,"" charbybdis"" ""aeolus,"
joyce, james	1934	"calypso,"" ""telemachus,"" ""hades"" eaters,"" ""proteus,"" ""lotus ""nestor,"
hauptmann, gerhart	1923	heretic soana
thorpe, berenice (durae), mrs	1944	reunion strawberry novel
harrison, juanita	1936	mildred morris prefaced arranged
camus, albert	1948	gilbert plague stuart
lamond, henry g. (henry george)	1945	outlaw dingo comstock illustrations
titus, harold	1920	straw
titus, harold	1936	feather
peeples, edwin a. (edwin augustus)	1945	swing
williams, blanche colton	1938	edited mystery detective
williams, blanche colton	1924	thrice thirteen advanced (extension re-prints division) columbia tales
williams, blanche colton	1918	schools
geer, andrew clare	1948	chase
fish, rachel ann	1950	newel
day, frank parker	1928	introd bevan allan rockbound
kahler, hugh macnair	1923	stories
beaumont, gerald	1922	riders
beaumont, gerald	1921	diamond hearts
candler, edmund	1922	abdication
swingler, randall	1937	escape
boyle, constance antonina	1922	desmond
mazer, sonia	1932	illustrated russian masha
wheeler, post	1936	solomon legend ethiopia shêbâ mâqedâ virgin
wheeler, post	1943	cyril foster hathoo elephants
wheeler, post	1936	albanian wonder petersham tales miska
matveev, michel	1935	translated desmond flower
scott, leroy	1921	whirlwind
scott, leroy	1919	worlds daughter
scott, leroy	1918	regan
scott, leroy	1925	katie o'doone
aldridge, james	1944	eagle
aldridge, james	1950	diplomat
brooks, john	1949	wheel
heym, stefan	1948	crusaders
heym, stefan	1942	hostages novel
hagedorn, hermann	1946	america
hagedorn, hermann	1927	riders romance rough
amrine, michael	1942	goodbye
eldridge, paul	1947	teach shalt
thomason, john w. (john william)	1927	marine corps stories pants
thomason, john w. (john william)	1934	winds
thomason, john w. (john william)	1941	sometime provisional texas preacher chronicle illustrated confederate regiment praxitales
thomason, john w. (john william)	1929	marines
young, f. e. mills	1920	imprudence
eiker, mathilde	1928	raiment stainless
eiker, mathilde	1937	novel
strachey, john st. loe	1925	memoirs chertsey barricades madonna 1847-1848
young, stark	1935	feliciana
means, e. k. (eldred kurtz)	1920	negro completely needs stories writer
hayes, lilian	1924	piece thirtieth
stone, grace zaring	1930	bitter
stone, grace zaring	1931	almond
stone, grace zaring	1922	djinn
dodge, louis	1916	bonnie
dodge, louis	1917	desert
dodge, louis	1920	whispers
dodge, louis	1934	american
dodge, louis	1918	runaway illustrated wright
comfort, will levington	1916	ditch
comfort, will levington	1925	sonora novel somewhere
comfort, will levington	1918	howard shielding frontispiece smith
comfort, will levington	1919	yellow
daniel, hawthorne	1922	gordon stevenson frontispiece favour
daniel, hawthorne	1934	siege leyden dykes illustrated thomas voter
deamer, dulcie	1922	revelation
heltai, jenő	1932	czardas budapest
froest, frank	1916	maelstrom
o'connor, joseph	1949	norwayman
kernan, thomas dickenson	1944	novel
miller, max	1945	shore coast official
miller, max	1944	daybreak carrier kerlee usnrofficial
miller, max	1935	barge
maclennan, hugh	1948	precipice
maclennan, hugh	1941	barometer rising
maclennan, hugh	1945	solitudes
o'brien, seumas	1916	whale grasshopper fables
johnston, william andrew	1922	tragedy marshall beach frantz frontispiece
power, crawford	1950	encounter
lincoln, natalie sumner	1921	unseen
lincoln, natalie sumner	1928	mohawk
lincoln, natalie sumner	1930	"marked ""cancelled"""
lincoln, natalie sumner	1918	strings
lincoln, natalie sumner	1932	thirteenth
lincoln, natalie sumner	1918	moving finger
white, t. h. (terence hanbury)	1947	elephant kangaroo
white, t. h. (terence hanbury)	1946	mistress repose masham's
white, t. h. (terence hanbury)	1933	darkness pemberley
white, t. h. (terence hanbury)	1939	witch
white, t. h. (terence hanbury)	1934	farewell victoria
wahl, karin von	1948	threshold
wilson, angus	1949	wrong stories
wheelwright, jere hungerford	1949	wolfshead
wheelwright, jere hungerford	1948	ralph gentlement illus
o'donovan, gerald	1922	vocations
harrison, charles yale	1938	barricades
harrison, charles yale	1930	generals
harrison, charles yale	1948	nobody's
hansen, harry	1935	novel
ford, charles	1937	sails magellan
paine, ralph delahaye	1918	offshore
paine, ralph delahaye	1920	ships american stories across
paine, ralph delahaye	1916	kimball alonzo illustrations
paine, ralph delahaye	1923	privateers illustrated schoonover frank
robey, john brett	1945	innovator
brenner, vladimir	1932	russia novel
boyd, james	1927	marching
boyd, james	1939	bitter creek
wakeman, frederic	1946	hucksters
wakeman, frederic	1949	wastrel
harper, robert s	1940	wilderness trumpet
barretto, larry	1933	paradise roads
barretto, larry	1926	glass walls
barretto, larry	1925	babylon
barretto, larry	1924	conqueror passes
sumner, cid ricketts	1946	quality
fitzgibbon, constantine	1948	arabian
driberg, jack herbert	1930	binder drawings pearl arrow
samson, erin	1945	portrait motion claire
roberts, dorothy james	1949	marshwood
evans, caradoc	1917	capel
evans, caradoc	1917	peasantry wales stories
mack, charles e	1928	mack) crows moran
silone, ignazio	1942	frances frenaye
silone, ignazio	1936	mosbacher bread gwenda david
silone, ignazio	1942	version
silone, ignazio	1934	foreword cowley malcolm
p??rez de ayala, ram?_n	1920	prometheus
gibbon, john murray	1918	romance international
gibbon, john murray	1920	conquering
gibbon, john murray	1922	pagan
sherriff, r. c. (robert cedric)	1944	chedworth
sherriff, r. c. (robert cedric)	1931	fortnight september
sherriff, r. c. (robert cedric)	1936	greengates
delarue-mardrus, lucie	1932	conqueror colin translated shepherd
williams, tennessee	1950	roman
harpole, james	1940	surgeon's
parry, dennis	1941	survivor
paterson, isabel	1940	weather
paterson, isabel	1924	romance season singing spain
street, james	1945	gauntlet
bartlett, frederick orin	1916	ellis wolfe illustrations
barmby, beatrice	1919	hill-top sunrise
barmby, beatrice	1918	betty marchand
fearing, kenneth	1939	hospital
fearing, kenneth	1941	dagger
fearing, kenneth	1946	clock
fearing, kenneth	1942	clark gifford's
bacon, frank	1920	lightnin'
bell, margaret elizabeth	1948	novel
bell, margaret elizabeth	1949	totem shadow casts
gordon, arthur, novelist	1950	reprisal
montague, c. e. (charles edward)	1928	stories
montague, c. e. (charles edward)	1924	loose
montague, c. e. (charles edward)	1923	fiery particles
jewell, edward alden	1921	charmed comedy circle
jewell, edward alden	1922	decides novel
gilpatric, guy	1948	canny glencannon
gilpatric, guy	1932	half-seas
rees, arthur j. (arthur john)	1919	shrieking
sproul, kathleen	1933	professors
hawkes, john	1949	cannibal
connolly, myles	1950	brannigan's
pedler, margaret (bass), mrs	1919	dreams-come-true
piper, warrene	1930	winteringham
clark, walter van tilburg	1945	trembling
clark, walter van tilburg	1949	novel track
clark, walter van tilburg	1940	clifton fadiman ox-bow incident
clark, walter van tilburg	1950	watchful stories
scott, john reed	1916	sleeping
scott, john reed	1917	clothes
clark, j. bigelow (john bigelow)	1945	dreamers
shore, viola brothers	1921	heritage stories
sartre, jean-paul	1948	stories
sartre, jean-paul	1949	carruth alexander hayden lloyd nausea
sartre, jean-paul	1947	reprieve
underwood, edna (worthley)	1918	whirlwind
stacpoole, h. de vere (henry de vere)	1928	mystery bollard uncle
stacpoole, h. de vere (henry de vere)	1917	plunder
murphy, edward f. (edward francis)	1937	tenth
murphy, edward f. (edward francis)	1947	antoine père
horvath, ferdinand huszti	1930	captured hustzi
desmond, shaw	1919	democracy
rendall, vernon horace	1917	nights belsize
andrews, robert hardy	1950	novel
eaton, evelyn sybil mary	1940	waits quietly
christiansen, sigurd wesley	1932	bjorkman edwin
christiansen, sigurd wesley	1934	chaff isaac anderson
allan, ted	1939	novel
moroso, john antonio	1921	preston nancy
lowry, robert	1946	casualty
bellairs, george	1949	parson famished
wilson, john w. (john walter)	1948	conqueror
terhune, albert payson	1929	novel sea-dream
terhune, albert payson	1921	dog-stories buffa collie
terhune, albert payson	1917	dollars cents
terhune, albert payson	1923	stinemetz morgan lochinvar
terhune, albert payson	1922	adventures livingston
terhune, albert payson	1927	dawn,by
hall, jarvis	1921	mocking frontispiece joseph clement
ollivant, alfred	1918	downs woodburn sussex
ollivant, alfred	1916	studies cloud
ollivant, alfred	1923	"indus for-ever"""
vines, howell	1934	thicket
conklin, groff	1948	latham introd foreword treasury scott
conklin, groff	1946	campbell preface
hill, francis	1918	range
gatlin, dana	1918	devotion
gatlin, dana	1920	missy
calkins, raymond	1942	dealt jesus
robinson, henry morton	1950	cardinal
schrott, estelle	1943	angels
furman, abraham louis	1944	edited mystery companion
hay, j. macdougall	1916	barnacles
chambers, elwyn whitman	1943	invasion
tompkins, ellen wilkins	1917	paulina enlightenment novel
broch, hermann	1932	sleepwalkers trilogy
broch, hermann	1945	starr untermeyer virgil
broch, hermann	1935	afterword quantity sidney feshbach
beim, jerrold	1947	leonard illus shortall
march, william	1933	[pseud.]
kingsley, florence (morse), mrs	1917	neighbors
jünger, ernst	1948	cliffs german marble translated stuart
pérez de ayala, ramón	1924	fox's
nichols, beverley	1922	patchwork
nichols, beverley	1939	grows
nichols, beverley	1927	pavements crazy
james, norah cordner	1937	listen
james, norah cordner	1929	sleeveless novel errand
cooper, henry st. john	1921	baronet bevanwood
fleming, clint	1947	lakes tales rising rideau
jones, idwal	1942	vineyard
jones, idwal	1929	chips steel
jones, idwal	1947	vermilion
mason, grace sartwell	1919	rosalie byrnes shadow
mason, grace sartwell	1919	graham wife's coates
cooke, marjorie benton	1918	threshold
shaler, eleanor	1934	stranger
simpson, helen	1935	lovers saraband
simpson, helen	1928	swords wands
simpson, helen	1933	viewed angles beast
martyn, wyndham	1920	trent adventures criminal anthony
knittel, john	1928	abyss
knittel, john	1935	ibrahim biographical novel
bullet, gerald william	1929	pandervil fiction
benstead, c. r. (charles richard)	1930	novel retreat
bechdolt, frederick r. (frederick ritchie)	1931	riders pedro
bechdolt, frederick r. (frederick ritchie)	1932	thief trail
ross, sinclair	1941	novel
alman, david	1949	strangers
silvestre, charles	1928	aimée daughter villard france
beauclerk, helen	1926	edmund lacquer dulac adorned portrait pavilion
beauclerk, helen	1935	mountain
olsson, carl	1943	breakfast
riehm, helen	1941	lucas alive
broun, heywood	1926	gandle follows
broun, heywood	1922	older
benson, sally	1936	barlow drawings perry fascinating
benson, sally	1942	louis
benson, sally	1941	junior
bessie, alvah cecil	1935	wilderness dwell
bessie, alvah cecil	1939	americans spain
bessie, alvah cecil	1941	bread
lawrence, margery h	1931	madonna moons
avery, robert	1943	murder downbeat
hargrove, marion	1948	novel something's
tate, allen	1938	fiction
ludmann, oscar	1931	stepchild autobiography rhine
macklin, alys eyre	1922	tales twenty-nine
saile, olaf	1940	johannes stars kepler troubadour romantic
morris, edita	1948	charade
morris, edita	1943	lions darling
bernanos, georges	1937	diary priest
bernanos, georges	1948	binsse novel harry
malaquais, jean	1948	peter
malaquais, jean	1943	nowhere
branson, henry c	1944	giant killer
scott, gabriel	1928	gospel legend
ronald, james	1942	soldiers
ronald, james	1941	mystery asked
bernstein, hillel	1936	choose
bernstein, hillel	1933	jones novel l'affaire
brier, royce	1943	beyrouth
brier, royce	1937	novel
brennan, frederick hazlitt	1943	squad firing
stein, hana	1950	wedding
o'hara, john	1934	butterfield
o'hara, john	1934	foreword
o'hara, john	1947	hellbox
o'hara, john	1946	johno'hara
tarleton, fiswoode	1930	chariots
locke, gladys edson	1922	turrets cavalier mystery
locke, gladys edson	1919	nellie moors illustrations ronald thompson
schofield, william g. (william greenough)	1942	wilderness novel ashes
lancaster, bruce	1942	wanderer
lancaster, bruce	1944	trumpet
lancaster, bruce	1939	burgoyne
lancaster, bruce	1947	patch scarlet
scott, denis	1944	murder villain
large, e. c. (ernest charles)	1939	asleep afternoon ernest
large, e. c. (ernest charles)	1937	romance sugar
mundy, talbot	1916	khyber romance adventure rifles king--of frontispiece
mundy, talbot	1917	illustrated winds
mundy, talbot	1937	dragon thunder
mundy, talbot	1934	samothrace
mundy, talbot	1935	pirate purple
morse, f. v. (florence vorpe)	1943	eagles flying
butler, ellis parker	1921	illustrations
stone, austin	1936	mortuary murders
roumain, jacques	1944	hughes masters langston mercer translated
spivak, john l. (john louis)	1936	terror europe
spivak, john l. (john louis)	1932	nigger georgia
steen, marguerite	1949	"twilight undoing."" floods sequel"
steen, marguerite	1941	undoing
steen, marguerite	1929	madonna reluctant
steen, marguerite	1934	matador
steen, marguerite	1936	tavern
olmstead, florence	1916	parish bernard's
robb, alfred arthur	1936	geometry space
miller, olive beaupré	1939	outlaws heroes bennett beaupré illustrated fellows richard funny tales american
hubbard, freeman h	1949	vinnie lincoln
horner, joyce mary	1949	greyhound leash
aubrey-fletcher, henry lancelot]	1935	constable thyself detective [pseud.]
rosenheim, lucile g	1949	teacher kathie
arlen, michael	1934	duchess bed-time
arlen, michael	1934	duches
arlen, michael	1937	coronet facts crooked misrepresentations
arlen, michael	1939	flying dutchman novel
arlen, michael	1931	romance dislike
