author	bookid	bpoids	genres	htrcids	subjects	title	is_fic
Craik Dinah Maria Mulock Mrs	B1839	{4417086, 8421987, 9014662}		{'uiuo.ark+=13960=t9474qk0r', 'uiuo.ark+=13960=t6m04fn3w', 'uiuo.ark+=13960=t3hx1p71v'}		The Ogilvies	
novelist Hamilton Alexander	B9116	{4707201}		{'hvd.hx51r1'}		The doomed	
Boldrewood Rolf	B639	{8841584}		{'nyp.33433074930847'}		My run home	
Marryat Frederick	B5582	{4412483}		{'uc1.$b250177', 'uc1.$b250175', 'uc1.$b250176'}		Olla Podrida	
Page Thomas Nelson	B6477	{6813953, 6820597, 8899837}		{'mdp.39015063946241'}		Gordon Keith	
Converse Florence	B1452	{9018338}		{'njp.32101066457811'}		Long Will a romance	
Voynich E L Ethel Lillian	B8414	{8880244, 3178807}		{'mdp.39015063963121'}		Olive Latham	
Collins William Edmund Wood	B1366	{3166299}		{'mdp.39015018428543'}	{'University of Oxford'}	The don and the undergraduate	
Curtis George William	B1678	{8931201}		{'uc1.b3332951'}		The Potiphar papers	
Barrett Frank	B942	{3177191}		{'uc2.ark+=13960=t6833qs60'}		A set of rogues 	
Reid Mayne	B7074	{9435768}		{'uc2.ark+=13960=t3rv0nd3r'}		The bandolero or A marriage among the mountains	
Harland Henry	B3812	{6779267, 3446155}		{'uc1.b3322368'}		Comedies  errors	
La Gironire Paul P de	B5166	{8608502}		{'loc.ark+=13960=t1pg2cc3s'}		Twenty years in the Philippine	
Pemberton Max Sir	B6427	{6813753}		{'coo.31924064996717', 'coo.31924013661743'}		The giants gate the story of a great adventure	
Hope Anthony	B3498	{3166777}		{'inu.32000006980728'}		The prisoner of Zenda being the history of three months in the life of an English gentleman	
Grogan Gerald	B2966	{8954647}		{'dul1.ark+=13960=t0ft99k1b'}	{'Utopias'}	A drop in infinity	
Manning Anne	B6029	{9459915, 9427420}		{'uc1.b3325573'}		Belforest  a tale of English c	
Lambton Antony	B5168	{8805838}		{'mdp.39015018984081'}		Pig and other stories	
Hamley Edward Bruce Sir	B3774	{6195339, 8608620}		{'uc1.$b249272', 'uc2.ark+=13960=t3jw8cb32'}		Lady Lees widowhood	
St Mars F	B7628	{8944055}		{'uc1.b5034661'}	{'Animals', 'Folklore'}	The prowlers	
Burbury Selina	B576	{6215808, 4989177}		{'nyp.33433074815493'}		Florence Sackville  or Selfdependence An autobiography	
Elizabeth	B2552	{6780055}		{'mdp.39015039396083'}		Elizabeth and her German garde	
Buchan John	B323	{6755615}		{'inu.30000003133299'}		The halfhearted	
Maartens Maarten	B5201	{3183014, 9323510}		{'coo.31924064994159', 'coo.31924013543867'}		The price of Lis Doris	
Gleig G R George Robert	B2974	{4691208}		{'hvd.hwebqn'}		The country curate	
Yonge Charlotte M Charlotte Mary	B9051	{4383853, 8665589, 8501615}		{'nyp.33433075861918'}		The chaplet of pearls  or The 	
Hope Jessie	B3722	{8880230}		{'nyp.33433074874672'}		The triumph of Count Ostermann	
Gaskell Elizabeth Cleghorn	B3323	{9461784, 8470921, 4361330, 4842116, 8528390}	{'Bibliographies', 'ContainsBiogMaterial'}	{'uiuo.ark+=13960=t43r17n3n', 'uiuo.ark+=13960=t8jd57r2q', 'uiuo.ark+=13960=t6057xr4s'}	{'823G21S1863'}	Sylvias lovers	
Doudney Sarah	B2375	{9179728}		{'uiuo.ark+=13960=t0jt01623', 'uiuo.ark+=13960=t7rn3hn1f'}		A romance of Lincolns Inn	
Caine William	B1765	{3191338}		{'uc2.ark+=13960=t6251qg3k'}	{'Zog (Imaginary place)', 'Muslims'}	Bildad the quilldriver	
Maginn William	B5611	{8803940}		{'uc1.b3325530', 'uc2.ark+=13960=t2z31td8m'}		John Manesty the Liverpool mer	
Hardy Thomas	B4009	{4359285, 9464285}		{'inu.30000115321212', 'mdp.39076005003400', 'mdp.39076005003392', 'mdp.39015005073393', 'mdp.39076005003426'}		The writings of Thomas Hardy i	
Edwards Amelia Ann Blanford	B2568	{8582977}		{'njp.32101068177615', 'njp.32101068177623'}	{'823ED9D'}	Debenhams vow	
Turgenev Ivan Sergi︠e︡evích	B8162	{8851170, 6790583}	{'NotBiographical'}	{'uc2.ark+=13960=t0pr83m4v', 'uc1.b3961966'}		The diary of a superfluous man  and other stories	
Tuohy Frank	B8298	{6795336, 9232252, 6796300}		{'mdp.39015005743227'}		Fingers in the door and other 	
Fuller Anna	B2939	{6770460}		{'nyp.33433076090459'}		Later Pratt portraits sketched	
Converse Florence	B1506	{6847650}		{'nyp.33433074846597'}		The children of light	
Scott Hugh Stowell	B7295	{6801530, 8890079}		{'coo.31924064991213', 'coo.31924013543990'}		The Last Hope	
Croker B M Bithia Mary	B2021	{6833434}		{'nyp.33433074947361'}		Babes in the wood a romance of	
Parker Eric	B6513	{6797692, 3179564, 6778493, 8881591}		{'nyp.33433075748891'}	{'English fiction'}	The sinner and the problem	
Smedley Menella Bute	B7809	{9026332}		{'uiuo.ark+=13960=t6sx6xq74', 'uiuo.ark+=13960=t7jq1mc15'}		The story of a family	
Piddington Rose	B6499	{8440360, 8634428}		{'njp.32101065203695', 'coo.31924013536291', 'njp.32101065203703', 'coo.31924065003216'}		The last of the cavaliers	
Wells H G Herbert George	B8728	{6829942, 8914959}		{'uc1.b4080429'}		In the days of the comet	
Mayhew Augustus	B5831	{9461678}		{'uiuo.ark+=13960=t13n2ps97', 'uiuo.ark+=13960=t5p84tg58', 'uiuo.ark+=13960=t10p1m46g'}		Faces for fortunes	
Lawrence D H David Herbert	B4710	{3237302}		{'mdp.39015000630759'}		Assorted articles	
Frothingham Eugenia Brooks	B2791	{8862024, 3194004, 6659263}		{'nyp.33433076090350'}		The way of the wind	
Simpson Robert	B7992	{3209988}		{'uc2.ark+=13960=t6154f99r'}		The bite of Benin where many g	
Lawrence D H David Herbert	B5058	{2490712}		{'mdp.39015032979257'}		The man who died  a story	
Hunt Alfred William Mrs	B3617	{8574737}		{'njp.32101067646842'}		Thornicrofts model	
James G P R George Payne Rainsford	B4271	{8272339}		{'nyp.33433074863758', 'nyp.33433074863741'}		The gentleman of the old school A tale	
Fox John	B2775	{9424844}		{'nyp.33433075741227'}	{'Authors, American', 'Social life and customs', 'Kentucky', 'Mountain life'}	Christmas eve on Lonesome	
Davies W H William Henry	B2173	{3166820, 6837047}	{'Autobiography'}	{'njp.32101068150349'}	{'1871-1940', 'Biography', '20th century', 'Davies, W. H', 'Poets, English', 'Tramps', 'IsBiographical', '(William Henry)'}	The autobiography of a supertramp	
Herpin Clara Adèle Luce	B3999	{3163771}		{'yale.39002014869870'}	{'1763-1815', 'prince de', '1735-1814', 'Ligne, Charles Joseph', 'princesse de', 'Ligne, Appolline Hélène (Massalska)'}	Memoirs of the Princesse de Ligne	
Gale Zona	B3011	{2445682, 3174747, 6856828}		{'mdp.39015006571015'}		A daughter of the morning	
Belloc Hilaire	B895	{2441312, 8905553}		{'uc2.ark+=13960=t38054f9t'}		Pongo and the bull	
Tabor Eliza	B8232	{8536388}		{'uiuo.ark+=13960=t9h42cg59', 'uiuo.ark+=13960=t4bp0qm52', 'uiuo.ark+=13960=t1wd4h96x'}		The last of her line	
Ainsworth William Harrison	B170	{2884414}		{'uc2.ark+=13960=t5s75b83s'}		Cardinal Pole or The days of Philip and Mary	
Grimm Jacob	B3177	{3202629}	{'Bibliographies'}	{'nyp.33433086948332'}	{'Fairy tales'}	Grimms fairy tales	
King Edward	B4664	{9381285}		{'uc1.b4380115'}		Joseph Zalmonah a novel	
Morris William	B5593	{8950182, 6795510}		{'uc1.$b309384'}	{'Romances'}	Old French romances	
Hill William Kirkpatrick	B4079	{6827274}		{'nyp.33433074870696'}		Edwin Trafford altruist  an ec	
Shakespeare William	B7670	{3266414, 8840791}		{'uc2.ark+=13960=t3028s90w'}		The works of Shakespeare	
Gale Zona	B3231	{8965608}		{'uc2.ark+=13960=fk0vq2s68k'}		Neighborhood stories	
Banim John	B1250	{5268184, 8669429}		{'nyp.33433074955489', 'wu.89087923314', 'wu.89087923348'}		Tales by the OHara family  sec	
QuillerCouch Arthur Thomas Sir	B6855	{8894392, 6761225, 3277590}		{'uc2.ark+=13960=t7mp57w71'}		The adventures of Harry Revel	
Mann Mary E Rackham  Mrs	B5457	{8852456, 3162460, 6767428}		{'nyp.33433074895446'}		The cedar star	
Jeaffreson John Cordy	B4390	{8555784, 8661113}		{'uiuo.ark+=13960=t6zw1zc7c', 'uiuo.ark+=13960=t3ws9607w', 'uiuo.ark+=13960=t4zg74p53'}		A noble woman	
Carpenter Edith	B1637	{8846848}		{'uc1.$b111773'}		Your money or your life	
Richardson Frank M	B7110	{9433464}		{'uc2.ark+=13960=t6nz82p38'}		The other mans wife	
Hardy Thomas	B3593	{3173789}		{'uc1.32106006420399', 'mdp.39015066302517'}		The wellbeloved	
Saunders John	B7774	{9426443}		{'uiuo.ark+=13960=t7dr3gh53', 'uiuo.ark+=13960=t0zp4nt0h', 'uiuo.ark+=13960=t58d0jb1c'}		One against the world or Reubens war A novel in three volumes	
Bleek W H I Wilhelm Heinrich Immanuel	B335	{9429825, 8475574}		{'inu.39000005917807'}	{'Fables, Hottentot'}	Reynard the fox in South Africa or Hottentot fables and tales	
KayeSmith Sheila	B4589	{3224657, 2455971}		{'uc1.$b242800'}		Shepherds in sackcloth	
Braddon M E Mary Elizabeth	B316	{9438932, 4362845, 4926647}		{'dul1.ark+=13960=t8cg0gm9f'}		John Marchmonts legacy	
Hon Mrs Caroline Susan Theodora StuartWortley Grosvenor	B3989	{6699578}		{'uva.x004256256'}		The bands of Orion	
Austin Alfred	B191	{4853311}		{'uiuo.ark+=13960=t06w9mh7k', 'uiuo.ark+=13960=t0bv7r243', 'uiuo.ark+=13960=t14m9fm1v'}		An artists proof	
Picken Andrew	B6783	{5218920}		{'nyp.33433075766943'}		Traditionary stories of old fa	
Carlyon	B1849	{8662424}		{'uiuo.ark+=13960=t4kk9xr6c', 'uiuo.ark+=13960=t7rn3st6d'}		Carlyons year	
Oxenham John	B6295	{6788952, 8966765}		{'nyp.33433075744775'}	{'English fiction'}	Our lady of deliverance a nove	
Meyer Annie Nathan	B5983	{8877754, 6764362}		{'uc1.b4102945'}		Robert Annys poor priest  a ta	
Dame Macaulay Rose	B2209	{3200986}		{'nyp.33433074875265'}		Potterism	
Craik Dinah Maria Mulock Mrs	B1784	{8510426}		{'uc2.ark+=13960=t7kp8796r'}		The womans kingdom	
Oliphant Mrs Margaret	B6407	{3167032}		{'mdp.39015006960036', 'mdp.39015006960168', 'mdp.39015063946860'}		The heir presumptive and the h	
Webster Jean	B8774	{3281679, 3207415}		{'uc2.ark+=13960=t2g737892'}	{'American fiction'}	Much ado about Peter	
Helps Arthur Sir	B3675	{2461765, 8659407}		{'nyp.33433074858089'}		Realmah	
Strickland Jane Margaret	B7941	{8733381}		{'nyp.33433075753685'}		Adonijah  a tale of the Jewish	
Roberts Charles George Douglas Sir	B7051	{6816589}		{'uc2.ark+=13960=t0ks6kf1m'}		The prisoner of Mademoiselle	
Reade Charles	B6938	{9415989}	{'Novel', 'ContainsBiogMaterial'}	{'mdp.39015066062137'}	{'d. 1760', 'Woffington, Margaret', '1720-1760'}	Peg Woffington A novel	
Young E H Emily Hilda	B9002	{2483003}		{'mdp.39015063976685'}		Miss Mole	
Sergeant Adeline	B7742	{8850632, 3179676}		{'uc2.ark+=13960=t9280770p'}		The Lady Charlotte	
Green Anna Katharine	B3225	{3205500}		{'uc1.b4104311'}		The chief legatee	
Turner George Frederic	B8201	{8905519}		{'uc2.ark+=13960=t5gb20r12'}		Frost and friendship	
Stockton Frank R Frank Richard	B7596	{3213591}		{'uc1.b3325116'}		The hundredth man	
Ellis Sarah Stickney	B2610	{6242698}		{'uiuo.ark+=13960=t0ks7b73c', 'uiuo.ark+=13960=t8bg3b05m', 'uiuo.ark+=13960=t19k5006h'}	{'Fiction (English)'}	Agatha Beaufort or Family pride	
Sidgwick Alfred Mrs	B7662	{6817075, 9041723}		{'uc2.ark+=13960=t2d796r45'}		The kinsman	
Yonge Charlotte M Charlotte Mary	B9031	{6654872, 8852123}		{'uc2.ark+=13960=t0ms3rt3r'}		The pilgrimage of the Ben Beri	
Pickthall Marmaduke William	B6697	{3192077}		{'uc2.ark+=13960=t8hd7r683'}		The house of war	
Manning Anne	B6039	{9035697}		{'njp.32101073308494'}		The maiden and married life of	
Voltaire	B8379	{3229035, 3216756}		{'uc1.$b317410'}		Zadig and other romances translated by H I Woolf	
Parker Gilbert Sir	B6682	{3185047}		{'uc2.ark+=13960=t6g15w98p'}		Wild youth and another	
Colum Padraic	B2022	{3328861, 3163670}	{'Juvenile audience'}	{'nc01.ark+=13960=t8nc71360'}		The adventures of Odysseus and	
Blackmore R D Richard Dooddridge	B704	{8847522}		{'nyp.33433074940804'}		Dariel a romance of Surrey	
Burgess Gelett	B593	{9046748}		{'nyp.33433074847561'}		The white cat	
QuillerCouch Arthur Thomas Sir	B6868	{9020722}		{'uc2.ark+=13960=t6d220952'}		Sir John Constantine	
Walker William Sylvester	B8812	{9041549}		{'uc2.ark+=13960=t7np1zk8z'}		The silver queen	
Stretton Julia Cecilia	B7494	{9447174}		{'nyp.33433075753198'}	{'English fiction'}	The queen of the county	
Scott Hugh Stowell	B7435	{6771806}		{'njp.32101065842591'}		The moneyspinner and other character notes	
Brougham and Vaux Henry Brougham	B805	{4963200}		{'uc1.b3337055', 'uc1.b3337056', 'uc1.b3337057'}		Albert Lunel or The château of Languedoc	
Hellström Gustaf	B3789	{2439248}		{'uc1.$b473035'}		Lacemaker Lekholm has an idea	
Galt John	B3209	{6174116}		{'uc1.b3322689', 'uc1.b3322691'}		Stories of the study	
Reade Charles	B7103	{8636661, 5012670}		{'uc2.ark+=13960=t6154t62k'}		The course of true love never did run smooth	
Jerome Jerome K Jerome Klapka	B4386	{6799510}		{'uc2.ark+=13960=t9862j09j'}		The observations of Henry	
Glyn Elinor	B3465	{6781691}		{'mdp.39015063548997'}		Visits of Elizabeth	
Carleton	B1937	{5249612}		{'nyp.33433074936158'}		Tales and stories of Ireland	
Buchan John	B357	{8967672}	{'History', 'Historical fiction'}	{'mdp.39015012266212'}	{'Scottish Americans', 'Virginia', 'History', 'Colonial period, ca. 1600-1775'}	Salute to adventurers	
Lang Andrew	B4790	{3180310}		{'nyp.33433068179898'}	{'Dreams', 'Ghosts'}	The book of dreams and ghosts	
Ormsby Anne	B6359	{8389512}		{'uiuo.ark+=13960=t7hq4kh4t', 'uiuo.ark+=13960=t1xd1j22f', 'uiuo.ark+=13960=t7zk60448', 'uiuo.ark+=13960=t5z615f3n'}		The soldiers family	
Carmichael Hartley	B1877	{6762553}		{'uva.x030832628'}		The Carstairs of Castle Craig a chronicle edited from the notes of John Ffoulke Carstairs	
Edwards R A	B2590	{2490434}		{'uc1.$b242755'}		Plain tales from the slums	
Kingsford A R Alfred Reginald	B4686	{3237520}		{'inu.32000011239359'}		Night raiders of the air  bein	
