author	bookid	bpoids	genres	htrcids	subjects	title	is_fic
Sterne Laurence	B7954	{6244581}	{'Biography', 'Autobiography', 'ContainsBiogMaterial'}	{'njp.32101068604006', 'nyp.33433074911284', 'pst.000030490703', 'nyp.33433074911276'}		A sentimental journey through 	
Tinayre Marcelle	B8056	{6763363}	{'Autobiography'}	{'mdp.39015066646293'}		Madeleine at her mirror a woma	
DeMorgan William Frend	B2517	{9298446}	{'Autobiography'}	{'nyp.33433074959846', 'njp.32101068177797'}		Joseph Vance  an illwritten au	
baron de LamotheLangon EtienneLéon	B9098	{6793468}	{'ContainsBiogMaterial'}	{'nyp.33433082352042', 'nyp.33433082352059', 'nyp.33433082352067', 'nyp.33433082352075'}		Memoirs of Madame Du Barri	
Griffin Gerald	B3208	{8846146}	{'ContainsBiogMaterial'}	{'uc1.b3322566', 'uc1.b3322565', 'uc1.b3322564'}	{'1649-1685', 'Monmouth, James Scott', 'Duke of'}	The Duke of Monmouth	
Lawrence D H David Herbert	B4957	{8942801, 2436302, 6831927}	{'Bibliographies', 'ContainsBiogMaterial'}	{'uc2.ark+=13960=t4hm5k49t'}		The white peacock	
of Cheltenham Roberts E P	B9117	{3180342}	{'Biography'}	{'mdp.39015028745787'}	{'1580-1631', 'Smith, John'}	The adventures of Captain John Smith captain of two hundred and fifty horse and sometime president of Virginia	
Burns Robert	B787	{5805795, 5838228, 4704411}	{'ContainsBiogMaterial'}	{'uc1.b3290752'}		The works of Robert Burns 	
Defoe Daniel	B2429	{4361789}	{'Juvenile literature', 'Inscriptions (Provenance)', 'Bibliographies', 'ContainsBiogMaterial', 'Imaginary voyages'}	{'mdp.39015078554048'}		Defoes Robinson Crusoe	
Lytton Edward Bulwer Lytton Baron	B4968	{8993792, 2867530, 4341412, 4987878}	{'ContainsBiogMaterial'}	{'uc2.ark+=13960=t5w66c784', 'uc2.ark+=13960=t5s758j22', 'uc2.ark+=13960=t87h1gw05'}	{'1022?-1066', '1027 or 1028-1087', 'Edward, the Confessor, 1042-1066', 'King of England', 'Harold', 'Great Britain', 'William', 'History', '1027 or 8-1087'}	Harold the last of the Saxon kings	
Holmes Oliver Wendell	B3794	{8648846}	{'ContainsBiogMaterial'}	{'uc1.$b809249'}	{'American essays'}	The professor at the breakfasttable with the story of Iris	
Ainsworth William Harrison	B38	{8868459, 3149957}	{'ContainsBiogMaterial'}	{'nc01.ark+=13960=t0rr2r37s', 'njp.32101068163219'}		The spendthrift	
De Morgan William Frend	B2178	{9298446}	{'Autobiography'}	{'njp.32101068177797'}		Joseph Vance an illwritten autobiography	
Roy Jean	B7073	{2439865}		{'uc2.ark+=13960=t3dz04h7r'}	{'Household employees', 'Roy, Jean', 'IsBiographical'}	The fields of the fatherless	
Douglas Norman	B2270	{3229584}	{'ContainsBiogMaterial'}	{'uc1.$b242749'}		In the beginning	
baron de LamotheLangon EtienneLéon	B9099	{6793468}	{'Autobiography'}	{'mdp.39015076394561'}		Memoirs of the Comtesse Du Bar	
Montagu Violette M	B5236	{6847150}		{'loc.ark+=13960=t4rj54j5c'}	{'Mme', 'Friends and associates', 'Court and courtiers', 'Biography', 'France', '1789-1815', 'Napoleon', '1769-1821', 'Nobility', '1752-1822', '(Jeanne-Louise-Henriette)', 'Campan', 'Louis XVI, 1774-1793', 'IsBiographical', 'History', 'Emperor of the French'}	The celebrated Madame Campan	
of Cheltenham Roberts E P	B9122	{3180342}	{'Biography'}	{'mdp.39015028745787'}		The adventures of Captain John	
Disraeli Isaac	B2401	{4441356}	{'ContainsBiogMaterial'}	{'uva.x001189997'}	{'Litterateurs', 'Humor', 'Literature', 'History and criticism', 'English literature', 'Anecdotes', 'American literature', 'Literary curiosa', 'Anecdotes, facetiae, satire, etc', 'Authors'}	Curiosities of literature  first and second series	
Coryn Marjorie	B1967	{9087693}	{'Bibliographies', 'ContainsBiogMaterial'}	{'mdp.39015063547627'}		Black Mastiff	
Davis Richard Harding	B2280	{6878659}	{'ContainsBiogMaterial'}	{'uc2.ark+=13960=t4mk67m2j', 'nyp.33433076019474', 'uc1.$b807228'}		The man who could not lose	
Anderson A J Arthur James	B44	{6755117}		{'njp.32101063580144'}	{'1444 or 1445-1510', '1444 or 5-1510', 'Botticelli, Sandro', 'IsBiographical'}	The romance of Sandro Botticelli woven with his paintings	
Keroubec Yvonne marquise de pseud	B4658	{3218943}	{'Autobiography'}	{'mdp.39015026100399'}		The memoires of the Marquise d	
Vereshchagin Vasiliĭ Vasilʹevich	B8431	{8771275}	{'Biography'}	{'pst.000057675817'}		Vassili Verestchagin  painter 	
Bremer Fredrika	B716	{8972730, 8427227, 8473431}	{'ContainsBiogMaterial'}	{'nyp.33433075822365'}		The presidents daughters  A narrative of a governess	
Brown John	B1103	{8455460, 8744462}	{'ContainsBiogMaterial'}	{'mdp.39015063516309'}		Rab and his friends Marjorie F	
Herkomer Hubert von Sir	B4001	{3289630}	{'Autobiography'}	{'yale.39002088672598'}	{'Biography', 'Artists', '1849-1914', 'England', 'Herkomer, Hubert von'}	The Herkomers	
Wister Owen	B8813	{6791202, 8971835}	{'Biography', 'Western stories'}	{'uc2.ark+=13960=t7pn8z91m'}	{'American fiction'}	Lin McLean	
Grant Elizabeth	B3019	{8868540, 6657197}	{'Autobiography'}	{'mdp.39015026477516'}		Memoirs of a Highland lady the autobiography of Elizabeth Grant of Rothiemurchus afterwards Mrs Smith of Baltiboys 17971830	
Crawford F Marion Francis Marion	B1908	{6818065, 8811717, 3176246}	{'American fiction', 'ContainsBiogMaterial'}	{'uc1.b3548225'}		In the palace of the king a lo	
Jones Amanda Theodocia	B4238	{6854100, 3170436}	{'Autobiography'}	{'mdp.39015039530764'}	{'Women poets, American', '1835-1914', 'Women inventors', 'Spiritualists', 'Biography', 'Jones, Amanda Theodocia', 'United States', 'Spiritualism'}	A psychic autobiography	
Duncan Sara Jeannette	B2396	{6690974}	{'Autobiography'}	{'uva.x000176402'}		Set in authority	
Scott Walter Sir	B7869	{4438403, 4860868, 5213228, 9138135, 8884601, 8503357}	{'Autobiography'}	{'mdp.49015002006154', 'mdp.39076005018747', 'mdp.49015002006295', 'mdp.49015002006238', 'mdp.39076005018713', 'mdp.49015002006329', 'mdp.49015002006303', 'mdp.49015002006527', 'mdp.49015002006386', 'mdp.49015002006444', 'mdp.39076005018630', 'mdp.49015002006188', 'mdp.49015002006477', 'mdp.39076005018655', 'mdp.49015002006162', 'mdp.49015002006402', 'mdp.49015002006428', 'mdp.49015002006535', 'mdp.49015002006519', 'mdp.49015002006261', 'mdp.49015002006279', 'mdp.49015002006311', 'mdp.49015002006568', 'mdp.49015002006543', 'mdp.49015002006469', 'mdp.49015002006485', 'mdp.49015002006196', 'mdp.49015002006378', 'mdp.49015002006501', 'mdp.49015002006436', 'mdp.49015002006576', 'mdp.49015002006352', 'mdp.49015002006493', 'mdp.49015002006451', 'mdp.49015002006204', 'mdp.39076005018671', 'mdp.49015002006394', 'mdp.49015002006220', 'mdp.39076005018689', 'mdp.49015002006287', 'mdp.49015002006345', 'mdp.49015002006170', 'mdp.49015002006410', 'mdp.49015002006253', 'mdp.49015002006337', 'mdp.49015002006550', 'mdp.49015002006360', 'mdp.39076005018697', 'mdp.39076005018648'}		The works of Sir Walter Scott	
Thackeray William Makepeace	B8216	{5001346}	{'Bibliographies', 'ContainsBiogMaterial'}	{'uc2.ark+=13960=t9s18647f'}	{'English literature'}	The Newcomes	
Poe Edgar Allan	B6443	{3171337, 8510530, 6673337, 3203165, 9027307}	{'Autobiography', 'ContainsBiogMaterial', 'Bibliographies'}	{'uva.x000177885', 'mdp.39015008695937', 'mdp.39015065590245', 'mdp.39015065590351', 'uc2.ark+=13960=fk3nv99f4w', 'mdp.39015020834993', 'mdp.39015065590377', 'mdp.39015020834977', 'uc2.ark+=13960=t26970w32', 'mdp.39015065815683', 'mdp.39015065590369', 'uva.x030557394', 'pst.000021594113', 'uc2.ark+=13960=t78s4kz45', 'mdp.39015001793689', 'uc1.31158004550884', 'mdp.39015001793754', 'mdp.39015065590203', 'mdp.39015002698127', 'mdp.39015065590229', 'uc1.b3328872', 'mdp.39015065590237'}	{'Poetry', 'American literature', 'History and criticism'}	The works of Edgar Allan Poe	
Kipling Rudyard	B4583	{6727320}	{'Short stories', 'ContainsBiogMaterial'}	{'pst.000005312870'}	{'English fiction'}	Lifes handicap  being stories of my own people	
Kipling Rudyard	B4665	{6727320}	{'Short stories', 'ContainsBiogMaterial'}	{'pst.000005312870'}		Lifes handicap  being stories 	
Dickens Charles	B2250	{4372131, 9428028, 8485575}	{'Bibliographies', 'Satire', 'ContainsBiogMaterial', 'Love stories'}	{'uiug.30112049064725', 'nyp.33433075769178', 'uiuo.ark+=13960=t0jt0c18w', 'uiuo.ark+=13960=t8hd8j45n', 'nyp.33433074969258', 'uiuo.ark+=13960=t6nz8vw9c', 'uc1.b4102860'}	{'London (England)', 'Poor families', 'Dickens, Charles', '1812-1870', 'Deception', 'English fiction', 'Inheritance and succession', 'Social classes'}	Our mutual friend	
Thackeray William Makepeace	B8286	{9446050}	{'Bibliographies', 'ContainsBiogMaterial'}	{'uc2.ark+=13960=t9t15149h'}		The adventures of Philip on hi	
Bunyan John	B1141	{3203026, 4988323, 6800349, 4854447}	{'Weiss', 'Typefaces (Type evidence)', 'Bibliographies', 'ContainsBiogMaterial', 'Christian fiction'}	{'mdp.39015063512704'}		The pilgrims progress from thi	
Fraser Hugh Mrs	B2674	{8949326}	{'Biography', 'Autobiography', 'History'}	{'mdp.39015010807835', 'mdp.39015010807827'}	"{'-1922', 'Description and travel', 'Fraser, Hugh', 'Biography', 'Mrs', ""Diplomats' spouses"", 'Social life and customs', 'History'}"	A diplomatists wife in many lands	
Dickens Charles	B2219	{5127202, 6197790, 8683943}	{'Bibliographies', 'ContainsBiogMaterial'}	{'nyp.33433074954144'}	{'Children of prisoners', 'Browne, Hablot Knight', 'Inheritance and succession', 'Marshalsea Prison (Southwark, London, England)', 'Dickens, Charles', '1815-1882', '1812-1870', 'Fathers and daughters', 'Debt, Imprisonment for'}	Little Dorrit	
Eliot George	B2561	{4453136, 4922775, 6181610, 8765368, 8535943}	{'NotBiographical', 'Autobiography', 'Bibliographies'}	{'mdp.39015063920923'}	{'English literature', 'Eliot, George', '1819-1880'}	The mill on the floss	
Macdonald Alexander	B5641	{6691507}	{'Autobiography'}	{'uc1.b3820828'}	{'Description and travel', '1878-1939', 'Papua New Guinea', 'New Guinea', 'Macdonald, Alexander', 'Australia', 'Frontier and pioneer life'}	In the land of pearl and gold a pioneers wanderings in the backblocks and pearling grounds of Australia and New Guinea	
Japp Alexander H Alexander Hay	B4333	{2464013}	{'ContainsBiogMaterial'}	{'uc1.b4104160'}	{'(OCoLC)fst00030387', 'Hawthorne, Nathaniel', '1804-1864'}	Memoir of Nathaniel Hawthorne  with stories now first published in this country	
Radcliffe Ann Ward	B6910	{4693237}	{'ContainsBiogMaterial'}	{'mdp.39015028095787'}	{'History', 'Henry III, 1216-1272'}	Gaston de Blondeville or The court of Henry III  A romance	
Hardy Thomas	B3513	{8534275}	{'Bibliographies', 'ContainsBiogMaterial'}	{'mdp.39015008981394'}	{'People with visual disabilities', 'Mate selection', 'Heathlands', 'Married people', 'Mothers and sons', '19th century', 'Adultery', 'Social life and customs'}	The return of the native	
Dickens Charles	B2163	{8448312}	{'ContainsBiogMaterial', 'History', 'Historical fiction'}	{'mdp.49015002596832', 'uc1.b3549878'}	{'French fiction', 'Executions and executioners', 'London', 'Revolution, 1789-1799', 'Dickens, Charles', 'England', 'French', '1812-1870', 'Lookalikes', 'Fathers and daughters', 'History'}	A tale of two cities	
Queen of Great Britain Victoria	B6862	{6721267, 8736364}	{'ContainsBiogMaterial'}	{'uva.x000425323'}	{'Queen of Great Britain', 'Kings and rulers', '1819-1901', 'Victoria', 'Description and travel'}	More leaves from the journal of a life in the Highlands from 1862 to 1882	
Vereshchagin Vasiliĭ Vasilʹevich	B8377	{8771275}	{'Biography'}	{'pst.000057675817'}	{'Description and travel', 'Soviet Union', 'Biography', '1842-1904', 'Artists', 'Vereshchagin, Vasiliĭ Vasilʹevich'}	Vassili Verestchagin  painter soldier traveller autobiographical sketches	
Crawford F Marion Francis Marion	B1680	{6818065, 3176246}	{'American fiction', 'ContainsBiogMaterial'}	{'uc1.b3548225'}	{'(OCoLC)fst00013265', 'John', 'of Austria', '1547-1578'}	In the palace of the king a love story of old Madrid	
Eliot George	B2597	{8592699, 6672445}	{'NotBiographical', 'Bibliographies', 'Novel', 'Autobiography', 'Jewish fiction', 'Didactic fiction'}	{'uc1.b4105109', 'uc1.b4105110'}	{'Jews', '1819-1880', 'England', '19th century', 'Marriage', 'Upper class', 'English literature', 'Social life and customs', 'Zionists', 'Eliot, George'}	Daniel Deronda	
Adam Juliette	B172	{3172009, 6805141}		{'uc2.ark+=13960=t6445n076'}	{'Second Empire, 1852-1870', 'France', 'History', 'IsBiographical'}	My literary life	
Dickens Charles	B2443	{5214688, 6120577, 4696359, 6108776, 8928862, 2441898, 8601515, 8608717, 5810062, 6183951, 5844400, 8606037, 8733365, 5809980, 5814078, 6144191}	{'Dictionary', 'Bibliographies', 'ContainsBiogMaterial', 'Indexes'}	{'uc2.ark+=13960=t5j962x5v', 'mdp.39015005324606', 'uva.x030570270'}		The posthumous papers of The P	
Beck L Adams Lily Adams	B368	{2449598}	{'ContainsBiogMaterial'}	{'mdp.39015027531816'}	{'Robinson, Mary', '1758-1800'}	The exquisite Perdita	
Austen Jane	B78	{6154538, 8691846}	{'Autobiography', 'Bibliographies'}	{'nyp.33433074920517'}	{'1775-1817', 'Austen, Jane', '19th century', 'Sisters', 'Correspondence', 'Young women', 'English literature', 'English fiction', 'Social life and customs'}	Sense and sensibility  a novel	
Kraszewski Józef Ignacy	B4498	{9226586}	{'Biography'}	{'mdp.39015028359217'}	{'Augustus', 'Gräfin von', '1670-1733', 'King of Poland', 'II', 'Cosel, Anna Konstanze', '1680-1765'}	The Countess Cosel a romance of history of the times of Augustus the Strong	
Japp Alexander H Alexander Hay	B4422	{2464013}	{'ContainsBiogMaterial'}	{'uc1.b4104160'}		Memoir of Nathaniel Hawthorne 	
Holmes Oliver Wendell	B3772	{6717705}	{'ContainsBiogMaterial'}	{'uc1.$b156079', 'uva.x001850702'}		Over the teacups	
Lytton Edward Bulwer Lytton Baron	B4873	{4994321, 5812475, 8784363}	{'ContainsBiogMaterial'}	{'nyp.33433076096514'}	{'Rienzo, Cola di', 'd.1354', 'd. 1354'}	Rienzi the last of the tribune	
Holmes Oliver Wendell	B3891	{8648846, 8699414}	{'Bibliographies', 'ContainsBiogMaterial'}	{'uc2.ark+=13960=t3fx76b50'}	{'American essays'}	The poet at the breakfasttable	
Disraeli Isaac	B2500	{4441356}	{'ContainsBiogMaterial'}	{'uva.x001189997'}		Curiosities of literature  fir	
Nichols Mary Sargeant Gove	B6106	{8625569}	{'ContainsBiogMaterial'}	{'nyp.33433068179161'}	{'American fiction'}	Mary Lyndon  or Revelations of a life An autobiography	
Hapgood Hutchins	B3841	{3270669, 9413822}		{'uc2.ark+=13960=t03x8624c'}	{'Thieves', 'IsBiographical'}	The autobiography of a thief	
Sturgis Howard Overing	B7612	{3145608}		{'uc1.b3550807'}	{'Biography', 'Women comedians', 'Correspondence, reminiscences, etc', 'Crofts, Sibyl'}	All that was possible being the record of a summer in the life of Mrs Sibyl Crofts comedian	
Warner Charles Dudley	B8754	{8527753}	{'Juvenile works', 'ContainsBiogMaterial'}	{'uc2.ark+=13960=t12n4zw00'}	{'1829-1900', 'Readers', 'Boys', 'Juvenile fiction', 'Warner, Charles Dudley', 'Families', 'Agriculture'}	Being a boy	
Bremer Fredrika	B1156	{8972730, 8427227, 8473431}	{'ContainsBiogMaterial'}	{'nyp.33433075822365'}		The presidents daughters  A na	
Gaskell Elizabeth Cleghorn	B3331	{4416811}	{'Bibliographies', 'ContainsBiogMaterial'}	{'uiuo.ark+=13960=t9z03hc07'}		Mary Barton	
Eliot George	B2562	{9027810, 6653685}	{'Autobiography'}	{'mdp.39015065767876'}	{'Eliot, George', '1819-1880'}	The legend of Jubal and other poems	
Kock Paul de	B4524	{9430845}	{'Autobiography'}	{'njp.32101067523645'}		The white house	
Stowe Harriet Beecher	B7819	{8643129, 6167269}	"{'Boston', ""Publishers' cloth bindings (Binding)"", 'Bibliographies', 'ContainsBiogMaterial', 'Massachusetts', 'New York', 'New York (State)'}"	{'umn.31951002376034n'}		The ministers wooing	
Necker de Saussure Albertine Adrienne	B6186	{5067427}	{'ContainsBiogMaterial'}	{'wu.89007798713'}	{'Staël', '1766-1817', 'Madame de', '(Anne-Louise-Germaine)'}	Sketch of the life character and writings of Baroness de StaëlHolstein	
Maharani of Cooch Behar Sunity Devee	B5247	{3206650}	{'Autobiography'}	{'mdp.39015005121184'}	{'Social life and customs'}	The autobiography of an Indian princess	
Hays Mary	B3492	{3897026}		{'hvd.rslysq'}	{'Biography', 'Women'}	Female biography or memoirs of illustrious and celebrated women of all ages and countries	
Dickens Charles	B2097	{3203888}	{'Autobiographical fiction', 'Bildungsromane', 'ContainsBiogMaterial'}	{'njp.32101058459064', 'inu.32000002986299'}	{'Orphans', 'London', 'Young men', 'Dickens, Charles', 'England', 'Boys', 'Child labor', '19th century', '1812-1870', 'Stepfathers', 'Social life and customs'}	David Copperfield	
Racovița Elena von Dönniges	B7247	{8940843, 2440875}	{'Autobiography'}	{'mdp.39015026478720'}		Princess Helene von Racowitza 	
Lefroy Edward Cracroft	B5079	{3183581}	{'Biography'}	{'mdp.39015059429921'}		Edward Cracroft Lefroy his lif	
Kurlbaum Margarete Siebert	B4499	{3226784}	{'Biography'}	{'mdp.39015030101946'}	{'Queen of Scots', '1542-1587', 'Mary'}	Mary queen of Scots	
Kraszewski Józef Ignacy	B4680	{9226586}	{'Biography'}	{'mdp.39015028359217'}		The Countess Cosel a romance o	
Garland Hamlin	B3172	{3219056}	{'Autobiography'}	{'nyp.33433082405808'}	{'Northeastern States', 'Frontier and pioneer life', 'Northwestern States'}	A son of the middle border	
Holmes Oliver Wendell	B3831	{4362019, 8780227}	{'ContainsBiogMaterial'}	{'uc1.b4103181'}		The guardian angel	
Rawnsley Willingham Franklin	B6921	{6827082}	{'Biography'}	{'mdp.39015063534989'}	{'Uppingham School', '1821-1887', 'Thring, Edward'}	Early days at Uppingham under Edward Thring	
Dressler Friedrich August	B2106	{6790764}	{'Biography'}	{'mdp.39015013157121'}	{'1800-1891', 'Moltke, Helmuth', 'Graf von'}	Moltke in his home	
Keroubec Yvonne marquise de pseud	B4497	{3218943}	{'Autobiography'}	{'mdp.39015026100399'}	{'Revolution, 1789-1799', 'History'}	The memoires of the Marquise de Keroubec 17851858 being extracts from her diaries now presented to English readers for the first time	
Eliot George	B2546	{8774297, 3211357, 8943685}	{'NotBiographical', 'Autobiography'}	{'mdp.39015066061949', 'mdp.39015002990524', 'uc2.ark+=13960=t6ww7b262', 'mdp.39015013132595', 'uc1.b3550155', 'njp.32101064789397', 'njp.32101064789413', 'uc2.ark+=13960=t86h4gz3b', 'uc2.ark+=13960=t7cr5rh4c', 'uc1.b3550156', 'uc2.ark+=13960=t2r49rm23', 'njp.32101064789454', 'uc2.ark+=13960=t44q7tq9q', 'uc2.ark+=13960=t1wd40779', 'mdp.39015066325336', 'uc2.ark+=13960=t5p846v48', 'mdp.39015013399814', 'mdp.39015061285808', 'uc2.ark+=13960=t22b94q0w', 'mdp.39015066325617', 'mdp.39015066325328', 'mdp.39015051880568', 'mdp.39015066057442', 'uc2.ark+=13960=t75t3k50z', 'uc2.ark+=13960=t7dr2zw3g', 'uc2.ark+=13960=t3vt1s08d', 'uc2.ark+=13960=t22b8z654', 'mdp.39015065768106', 'njp.32101045661939', 'uc2.ark+=13960=t8jd4sw4q', 'mdp.39015008631247', 'uc1.b3550152', 'njp.32101064789751', 'mdp.39015051880576', 'mdp.39015066015127', 'uc1.b3550158', 'uc1.b3550157', 'uc2.ark+=13960=t80k29k99', 'njp.32101064789439', 'mdp.39015011602052', 'uc1.b3550153', 'uc2.ark+=13960=t3rv0pd2p', 'uc2.ark+=13960=t0cv4mx1c', 'uc2.ark+=13960=t3222v42s', 'njp.32101064789421', 'uc2.ark+=13960=t1gh9f10t', 'mdp.39015002267402', 'uc2.ark+=13960=t9086cz88', 'uc2.ark+=13960=t3hx1g341', 'mdp.39015066325484', 'uc2.ark+=13960=t4nk3gj55', 'uc2.ark+=13960=t6930zf34', 'uc2.ark+=13960=t4gm84m3n', 'uc2.ark+=13960=t3611547f', 'mdp.39015011602045', 'njp.32101064789405', 'uc2.ark+=13960=t2v40v72x', 'uc1.b3550154', 'uc2.ark+=13960=t3fx7d89h'}	{'Eliot, George', '1819-1880'}	The works of George Eliot	
Ognev N Nikolaĭ	B6390	{3217195}	{'ContainsBiogMaterial'}	{'mdp.39015011353847'}		The diary of a communist under	
Skirving Robert Scot	B7659	{6748064, 9416478}		{'uc2.ark+=13960=t28914m9c'}	{'Travel', 'Description and travel', '1859-1956', 'Pacific Ocean', 'Skirving, Robert Scot', 'IsBiographical'}	Love and longitude	
Reade Charles	B6938	{9415989}	{'Novel', 'ContainsBiogMaterial'}	{'mdp.39015066062137'}	{'d. 1760', 'Woffington, Margaret', '1720-1760'}	Peg Woffington A novel	
Necker de Saussure Albertine Adrienne	B6219	{5067427}	{'ContainsBiogMaterial'}	{'wu.89007798713'}		Sketch of the life character a	
Housman Laurence	B3714	{6681651}	{'Biography', 'Novel'}	{'nyp.33433074872072'}	{'English fiction'}	Sabrina Warham  the story of h	
Malet Lucas	B5881	{8880211, 6788507}	{'Novel', 'ContainsBiogMaterial'}	{'mdp.39015026502941'}		The history of Sir Richard Cal	
Eliot George	B2566	{6687957}	{'NotBiographical', 'Autobiography'}	{'njp.32101064789728', 'njp.32101064789710', 'mdp.39015065767884'}		Impressions of Theophrastis Su	
Erauso Catalina de	B2551	{6823691}	{'Autobiography', 'Drama'}	{'mdp.39015031332508'}	{'Erauso, Catalina de', 'b. ca. 1592', 'Drama'}	The nun ensign	
Stevenson Robert Louis	B7439	{3249834, 6756540}	{'ContainsBiogMaterial'}	{'nnc1.1002389673'}		The wrecker	
